Gauge,Level,Date
Slad Road,0.28,22/01/2024
Slad Road,0.34,22/02/2024
Slad Steanbridge Lane,0.58,20/10/2023
Slad Steanbridge Lane,0.45,02/11/2023
Slad Steanbridge Lane,0.46,09/02/2024
Slad Steanbridge Lane,0.45,09/12/2023
Slad Steanbridge Lane,0.45,01/01/2024
Slad Steanbridge Lane,0.48,02/01/2024
Slad Steanbridge Lane,0.38,22/01/2024
Solihull Lodge,1.7,20/10/2023
Solihull Lodge,0.75,04/11/2023
Solihull Lodge,1.49,09/02/2024
Solihull Lodge,1.01,09/12/2023
Solihull Lodge,1.2,02/01/2024
Solihull Lodge,1.52,02/01/2024
Solihull Lodge,0.72,22/01/2024
Solihull Lodge,1.3,22/02/2024
Southam,1.37,21/10/2023
Southam,1.39,03/11/2023
Southam,1.94,09/02/2024
Southam,1.51,09/12/2023
Southam,1.88,31/12/2023
Southam,2,02/01/2024
Southam,0.38,22/01/2024
Southam,1.73,22/02/2024
Stafford,0.89,20/10/2023
Stafford,0.61,04/11/2023
Stafford,0.48,09/02/2024
Stafford,0.53,12/12/2023
Stafford,0.63,28/12/2023
Stafford,0.75,02/01/2024
Stafford,0.26,21/01/2024
Stafford,0.77,22/02/2024
Stanford Bridge,5.7,20/10/2023
Stanford Bridge,3.07,05/11/2023
Stanford Bridge,4.97,09/02/2024
Stanford Bridge,3.28,13/12/2023
Stanford Bridge,3.53,28/12/2023
Stanford Bridge,5.26,03/01/2024
Stanford Bridge,1.52,22/01/2024
Stanford Bridge,4.57,22/02/2024
Stareton,1.08,22/10/2023
Stareton,0.99,04/11/2023
Stareton,2.22,10/02/2024
Stareton,1.16,11/12/2023
Stareton,1.77,01/01/2024
Stareton,2.58,03/01/2024
Stareton,0.68,23/01/2024
Stareton,1.62,23/02/2024
Stoke Prior,1.95,20/10/2023
Stoke Prior,0.49,04/11/2023
Stoke Prior,1.38,09/02/2024
Stoke Prior,1.1,10/12/2023
Stoke Prior,1.42,01/01/2024
Stoke Prior,1.52,02/01/2024
Stoke Prior,0.92,22/01/2024
Stoke Prior,1.57,22/02/2024
Stoke Prior Hanbury Lane,1.47,20/10/2023
Stoke Prior Hanbury Lane,0.47,04/11/2023
Stoke Prior Hanbury Lane,0.96,10/12/2023
Stoke Prior Hanbury Lane,1.18,02/01/2024
Stoke Prior Hanbury Lane,1.32,02/01/2024
Stoke Prior Hanbury Lane,0.56,22/01/2024
Stoke-On-Trent,1.16,20/10/2023
Stoke-On-Trent,1.05,02/11/2023
Stoke-On-Trent,0.63,09/02/2024
Stoke-On-Trent,0.79,09/12/2023
Stoke-On-Trent,0.91,01/01/2024
Stoke-On-Trent,1.29,02/01/2024
Stoke-On-Trent,0.46,21/01/2024
Stoke-On-Trent,0.93,22/02/2024
Stourbridge,1.86,20/10/2023
Stourbridge,0.86,04/11/2023
Stourbridge,1.46,09/02/2024
Stourbridge,0.88,10/12/2023
Stourbridge,1.03,01/01/2024
Stourbridge,1.38,02/01/2024
Stourbridge,0.8,22/01/2024
Stourbridge,1.32,22/02/2024
Stourton,2.93,20/10/2023
Stourton,1.11,04/11/2023
Stourton,2.31,09/02/2024
Stourton,1.23,09/12/2023
Stourton,1.21,02/01/2024
Stourton,2.24,02/01/2024
Stourton,0.88,22/01/2024
Stourton,2.19,22/02/2024
Stratford,1.2,21/10/2023
Stratford,1.03,05/11/2023
Stratford,2.01,10/02/2024
Stratford,1.24,11/12/2023
Stratford,1.68,01/01/2024
Stratford,2.27,03/01/2024
Stratford,0.9,24/01/2024
Stratford,1.57,23/02/2024
Studley,2.62,20/10/2023
Studley,0.96,04/11/2023
Studley,2.02,09/02/2024
Studley,1.37,10/12/2023
Studley,1.59,28/12/2023
Studley,2,02/01/2024
Studley,1.06,22/01/2024
Studley,1.78,22/02/2024
Sutton Bridge,3.68,20/10/2023
Sutton Bridge,1.65,04/11/2023
Sutton Bridge,2.91,09/02/2024
Sutton Bridge,1.57,09/12/2023
Sutton Bridge,2.18,02/01/2024
Sutton Bridge,3.09,02/01/2024
Sutton Bridge,1.8,22/01/2024
Sutton Bridge,2.85,22/02/2024
Sutton Mill,1.84,20/10/2023
Sutton Mill,1.57,03/11/2023
Sutton Mill,1.68,09/02/2024
Sutton Mill,1.63,09/12/2023
Sutton Mill,1.69,27/12/2023
Sutton Mill,1.75,02/01/2024
Sutton Mill,0.91,22/01/2024
Sutton Mill,1.71,22/02/2024
Swans Barn,2.83,20/10/2023
Swans Barn,1.65,04/11/2023
Swans Barn,2.6,09/02/2024
Swans Barn,1.99,10/12/2023
Swans Barn,2.02,02/01/2024
Swans Barn,2.72,02/01/2024
Swans Barn,1.76,22/01/2024
Swans Barn,2.4,22/02/2024
Swindon,2.47,20/10/2023
Swindon,1.92,05/11/2023
Swindon,2.29,09/02/2024
Swindon,2.04,09/12/2023
Swindon,1.85,02/01/2024
Swindon,2.41,02/01/2024
Swindon,1.62,22/01/2024
Swindon,2.39,22/02/2024
Tamworth,2.57,21/10/2023
Tamworth,1.59,05/11/2023
Tamworth,2.4,10/02/2024
Tamworth,1.68,11/12/2023
Tamworth,1.64,29/12/2023
Tamworth,2.65,03/01/2024
Tamworth,1.24,22/01/2024
Tamworth,2.23,23/02/2024
Temple Mill,1.76,20/10/2023
Temple Mill,1.44,05/11/2023
Temple Mill,1.59,09/02/2024
Temple Mill,1.33,09/12/2023
Temple Mill,1.34,31/12/2023
Temple Mill,1.7,02/01/2024
Temple Mill,0.57,22/01/2024
Temple Mill,1.6,22/02/2024
Tenbury,5.53,21/10/2023
Tenbury,2.56,05/11/2023
Tenbury,4.19,09/02/2024
Tenbury,2.86,13/12/2023
Tenbury,3,28/12/2023
Tenbury,5.06,02/01/2024
Tenbury,1.46,22/01/2024
Tenbury,3.73,22/02/2024
Tenbury Kyre Brook,2.46,21/10/2023
Tenbury Kyre Brook,0.43,02/11/2023
Tenbury Kyre Brook,1.81,09/02/2024
Tenbury Kyre Brook,0.43,12/12/2023
Tenbury Kyre Brook,1.08,02/01/2024
Tenbury Kyre Brook,2.38,02/01/2024
Tenbury Kyre Brook,0.92,22/01/2024
Tenbury Kyre Brook,1.52,22/02/2024
Tewkesbury Pound Lower,4.37,22/10/2023
Tewkesbury Pound Lower,3.57,06/11/2023
Tewkesbury Pound Lower,4.4,10/02/2024
Tewkesbury Pound Lower,4.12,11/12/2023
Tewkesbury Pound Lower,4.29,02/01/2024
Tewkesbury Pound Lower,4.91,04/01/2024
Tewkesbury Pound Lower,2.56,27/01/2024
Tewkesbury Pound Lower,4.31,24/02/2024
The Causeway,2,20/10/2023
The Causeway,0.74,04/11/2023
The Causeway,1.88,11/02/2024
The Causeway,0.72,12/12/2023
The Causeway,0.74,01/01/2024
The Causeway,1.45,06/01/2024
The Causeway,0.99,21/01/2024
The Causeway,1.05,22/02/2024
Three Elms,0.34,20/10/2023
Three Elms,0.17,04/11/2023
Three Elms,0.57,09/02/2024
Three Elms,0.27,11/12/2023
Three Elms,0.36,31/12/2023
Three Elms,0.65,02/01/2024
Three Elms,0.2,22/01/2024
Three Elms,0.36,22/02/2024
Titley Mill,1.59,20/10/2023
Titley Mill,1.16,04/11/2023
Titley Mill,1.43,09/02/2024
Titley Mill,1.06,12/12/2023
Titley Mill,1.55,02/01/2024
Titley Mill,2.24,02/01/2024
Titley Mill,0.8,22/01/2024
Titley Mill,1.33,22/02/2024
Toddington,1.36,20/10/2023
Toddington,0.76,04/11/2023
Toddington,1.3,09/02/2024
Toddington,1.03,09/12/2023
Toddington,1.19,31/12/2023
Toddington,1.13,02/01/2024
Toddington,0.61,22/01/2024
Toddington,1.14,22/02/2024
Torrington Avenue,1.21,20/10/2023
Torrington Avenue,0.96,04/11/2023
Torrington Avenue,1.33,09/02/2024
Torrington Avenue,1.19,10/12/2023
Torrington Avenue,1.01,01/01/2024
Torrington Avenue,1.44,02/01/2024
Torrington Avenue,0.65,22/01/2024
Torrington Avenue,1.7,22/02/2024
Upper Pound,4.38,22/10/2023
Upper Pound,3.56,06/11/2023
Upper Pound,4.41,10/02/2024
Upper Pound,4.13,11/12/2023
Upper Pound,4.3,02/01/2024
Upper Pound,4.92,04/01/2024
Upper Pound,2.58,27/01/2024
Upper Pound,4.32,24/02/2024
Upper Tean,1.54,20/10/2023
Upper Tean,1.44,02/11/2023
Upper Tean,0.99,09/02/2024
Upper Tean,1.15,09/12/2023
Upper Tean,1.32,02/01/2024
Upper Tean,1.51,02/01/2024
Upper Tean,0.51,22/01/2024
Upper Tean,1.02,22/02/2024
Uttoxeter Park,1.43,20/10/2023
Uttoxeter Park,0.82,04/11/2023
Uttoxeter Park,0.91,09/02/2024
Uttoxeter Park,0.82,09/12/2023
Uttoxeter Park,0.97,01/01/2024
Uttoxeter Park,1.03,02/01/2024
Uttoxeter Park,0.36,22/01/2024
Uttoxeter Park,1.05,22/02/2024
Walcot,2.8,21/10/2023
Walcot,2.22,05/11/2023
Walcot,2.41,10/02/2024
Walcot,2.36,10/12/2023
Walcot,2.19,29/12/2023
Walcot,2.71,03/01/2024
Walcot,1.35,23/01/2024
Walcot,2.48,23/02/2024
Wallgrange,2.02,20/10/2023
Wallgrange,2.13,03/11/2023
Wallgrange,1.03,09/02/2024
Wallgrange,1.58,10/12/2023
Wallgrange,1.46,02/01/2024
Wallgrange,1.96,02/01/2024
Wallgrange,0.67,22/01/2024
Wallgrange,1.62,22/02/2024
Walsall,1.52,20/10/2023
Walsall,0.72,05/11/2023
Walsall,1.1,09/02/2024
Walsall,0.68,09/12/2023
Walsall,0.69,02/01/2024
Walsall,1.41,02/01/2024
Walsall,0.35,21/01/2024
Walsall,1.08,22/02/2024
Walton,2.62,20/10/2023
Walton,2.01,05/11/2023
Walton,2.6,09/02/2024
Walton,2.07,09/12/2023
Walton,2.46,31/12/2023
Walton,2.64,02/01/2024
Walton,0.93,22/01/2024
Walton,2.55,22/02/2024
Warwick,2.14,21/10/2023
Warwick,1.85,04/11/2023
Warwick,3.33,10/02/2024
Warwick,2.23,11/12/2023
Warwick,2.82,01/01/2024
Warwick,3.65,03/01/2024
Warwick,1.51,23/01/2024
Warwick,2.73,23/02/2024
Water Orton,2.75,20/10/2023
Water Orton,1.43,04/11/2023
Water Orton,2.46,09/02/2024
Water Orton,1.68,10/12/2023
Water Orton,2.03,01/01/2024
Water Orton,2.53,02/01/2024
Water Orton,1.35,22/01/2024
Water Orton,2.38,22/02/2024
Waterhouses,1.98,20/10/2023
Waterhouses,1.55,02/11/2023
Waterhouses,0.92,09/02/2024
Waterhouses,1.01,09/12/2023
Waterhouses,1.22,02/01/2024
Waterhouses,1.24,02/01/2024
Waterhouses,0.58,22/01/2024
Waterhouses,1.05,22/02/2024
Wedderburn Bridge,2.41,21/10/2023
Wedderburn Bridge,2.11,05/11/2023
Wedderburn Bridge,2.75,09/02/2024
Wedderburn Bridge,2.38,10/12/2023
Wedderburn Bridge,2.39,01/01/2024
Wedderburn Bridge,2.5,03/01/2024
Wedderburn Bridge,2.03,23/01/2024
Wedderburn Bridge,2.54,23/02/2024
Wedgnock Lane,1.49,20/10/2023
Wedgnock Lane,0.64,02/11/2023
Wedgnock Lane,0.96,09/12/2023
Wedgnock Lane,1.21,01/01/2024
Wedgnock Lane,1.55,02/01/2024
Wedgnock Lane,0.63,22/01/2024
Wellesbourne,1.43,20/10/2023
Wellesbourne,0.57,05/11/2023
Wellesbourne,1.52,09/02/2024
Wellesbourne,0.62,09/12/2023
Wellesbourne,1.28,31/12/2023
Wellesbourne,1.6,02/01/2024
Wellesbourne,0.35,22/01/2024
Wellesbourne,1.44,22/02/2024
Welsh Bridge,4.14,22/10/2023
Welsh Bridge,2.23,05/11/2023
Welsh Bridge,3.02,10/02/2024
Welsh Bridge,3,14/12/2023
Welsh Bridge,3.69,30/12/2023
Welsh Bridge,4.69,04/01/2024
Welsh Bridge,2.66,25/01/2024
Welsh Bridge,2.92,24/02/2024
Wightwick,0.83,20/10/2023
Wightwick,0.35,04/11/2023
Wightwick,0.54,09/02/2024
Wightwick,0.39,09/12/2023
Wightwick,0.38,01/01/2024
Wightwick,0.62,02/01/2024
Wightwick,0.29,21/01/2024
Wightwick,0.8,22/02/2024
Windyridge Road,1.51,20/10/2023
Windyridge Road,1.17,02/11/2023
Windyridge Road,1.26,09/02/2024
Windyridge Road,1.08,09/12/2023
Windyridge Road,1.24,30/12/2023
Windyridge Road,1.18,02/01/2024
Windyridge Road,1.07,21/01/2024
Windyridge Road,1.15,22/02/2024
Witcombe,0.83,20/10/2023
Witcombe,0.41,04/11/2023
Witcombe,0.86,09/02/2024
Witcombe,0.51,12/12/2023
Witcombe,0.71,30/12/2023
Witcombe,0.77,02/01/2024
Witcombe,0.48,22/01/2024
Witcombe,0.46,22/02/2024
Wombourne,1.54,20/10/2023
Wombourne,0.59,04/11/2023
Wombourne,0.68,09/12/2023
Wombourne,0.78,02/01/2024
Wombourne,1.16,02/01/2024
Wombourne,0.46,22/01/2024
Worcester,5.2,22/10/2023
Worcester,3.58,05/11/2023
Worcester,4.98,10/02/2024
Worcester,4.42,14/12/2023
Worcester,5.08,01/01/2024
Worcester,5.63,05/01/2024
Worcester,2.87,26/01/2024
Worcester,4.86,23/02/2024
Wyre Piddle,2.07,20/10/2023
Wyre Piddle,0.99,03/11/2023
Wyre Piddle,1.98,09/02/2024
Wyre Piddle,1.4,09/12/2023
Wyre Piddle,1.36,29/12/2023
Wyre Piddle,1.79,02/01/2024
Wyre Piddle,0.84,22/01/2024
Wyre Piddle,1.64,23/02/2024
Yarkhill,2.49,21/10/2023
Yarkhill,1.22,05/11/2023
Yarkhill,2.61,09/02/2024
Yarkhill,1.94,09/12/2023
Yarkhill,2.12,28/12/2023
Yarkhill,2.56,02/01/2024
Yarkhill,1.6,22/01/2024
Yarkhill,2.51,23/02/2024
Yeaton,0.77,23/10/2023
Yeaton,0.56,03/11/2023
Yeaton,0.83,09/02/2024
Yeaton,0.72,10/12/2023
Yeaton,0.69,01/01/2024
Yeaton,0.86,02/01/2024
Yeaton,0.65,23/01/2024
Yeaton,0.78,22/02/2024
Yoxall,2.56,22/10/2023
Yoxall,2.25,05/11/2023
Yoxall,2.3,10/02/2024
Yoxall,2.31,10/12/2023
Yoxall,2.2,29/12/2023
Yoxall,2.59,04/01/2024
Yoxall,1.14,22/01/2024
Yoxall,2.42,24/02/2024
Zoons Court River Level,1.76,20/10/2023
Zoons Court River Level,0.91,04/11/2023
Zoons Court River Level,1.98,09/02/2024
Zoons Court River Level,0.66,09/12/2023
Zoons Court River Level,1.08,30/12/2023
Zoons Court River Level,1.3,02/01/2024
Zoons Court River Level,0.87,22/01/2024
Zoons Court River Level,0.87,22/02/2024
Bewdley,5.82,01/01/1947
Bewdley,5.56,02/11/2000
Bewdley,5.48,26/02/2020
Bewdley,5.43,23/01/2021
Bewdley,5.34,23/02/2022
Bewdley,5.31,13/12/2000
Bewdley,5.24,19/02/2020
Bewdley,5.16,09/11/2000
Bewdley,5.04,12/02/2014
Bewdley,4.99,30/10/1998
Bewdley,4.91,22/01/2008
Bewdley,4.9,07/02/2004
Bewdley,4.85,15/01/2023
Bewdley,4.7,09/02/2014
Bewdley,4.67,25/12/1993
Bewdley,4.66,27/10/1998
Bewdley,4.63,14/02/2002
Bewdley,4.63,13/01/2007
Bewdley,4.58,29/10/2019
Bewdley,4,24/12/2020
Bransford,6.08,21/07/2007
Bransford,5.9,16/02/2020
Bransford,5.71,27/07/2007
Bransford,5.42,03/02/2002
Bransford,5.41,27/10/2019
Bransford,5.38,01/03/1955
Bransford,5.37,06/09/2008
Bransford,5.36,15/07/2012
Bransford,5.22,22/01/2021
Bransford,5.21,09/12/2000
Bransford,5.17,31/10/2000
Bransford,5.14,01/01/1990
Bransford,5.12,25/11/2012
Bransford,5.1,22/02/2022
Bransford,5.09,07/11/2000
Bransford,4.99,27/12/2012
Bransford,4.98,16/01/2008
Bransford,4.97,24/12/2020
Bransford,4.92,13/01/2023
Bransford,4.75,29/02/2020
Bredwardine,6.99,16/02/2020
Bredwardine,6.6,20/01/2021
Bredwardine,6.56,21/02/2022
Bredwardine,6.55,27/10/2019
Bredwardine,6.52,03/02/2002
Bredwardine,6.44,12/01/2023
Bredwardine,6.42,23/10/1998
Bredwardine,6.4,28/12/1994
Bredwardine,6.3,07/03/1998
Bredwardine,6.25,31/10/2000
Bredwardine,6.2,06/09/2008
Bredwardine,6.2,05/02/2004
Bredwardine,5.91,14/10/2018
Bredwardine,5.5,19/12/2020
Bredwardine,5.46,15/01/2023
Bredwardine,5.38,29/02/2020
Bredwardine,4.89,16/03/2019
Bridgnorth,6.02,01/03/1947
Bridgnorth,5.26,02/11/2000
Bridgnorth,5.19,26/02/2020
Bridgnorth,5.15,23/01/2021
Bridgnorth,5.12,23/02/2022
Bridgnorth,5.04,18/02/2020
Bridgnorth,5,13/12/2000
Bridgnorth,4.83,22/01/2008
Bridgnorth,4.75,14/01/2023
Bridgnorth,4.72,28/10/2019
Bridgnorth,4.66,02/03/2020
Bridgnorth,4.55,09/02/2014
Bridgnorth,4.55,17/02/2014
Bridgnorth,4.45,27/07/2007
Bridgnorth,4.45,02/02/2012
Bridgnorth,4.43,08/02/2011
Bridgnorth,4.3,15/06/2019
Bridgnorth,4.24,19/03/2019
Bridgnorth,4.15,24/12/2020
Buildwas,7.5,01/12/1946
Buildwas,7.4,01/12/1947
Buildwas,7.04,02/11/2000
Buildwas,6.79,26/02/2020
Buildwas,6.71,23/02/2021
Buildwas,6.65,22/02/2022
Buildwas,6.56,13/12/2000
Buildwas,6.52,18/02/2020
Buildwas,6.37,08/11/2000
Buildwas,6.17,06/02/2004
Buildwas,6.15,29/10/1998
Buildwas,6.05,22/01/2008
Buildwas,6.02,11/02/2014
Buildwas,5.89,13/02/2002
Buildwas,5.84,14/01/2023
Buildwas,5.82,24/12/1993
Buildwas,5.78,13/01/2007
Buildwas,5.77,10/12/2006
Buildwas,5.76,26/10/1998
Buildwas,5.68,28/10/2019
Buildwas,5.35,08/02/2011
Buildwas,5.29,11/02/2016
Buildwas,5.19,30/01/2014
Buildwas,5.05,03/12/2015
Buildwas,5.03,19/03/2019
Buildwas,4.94,15/06/2019
Buildwas,4.86,23/07/2007
Crew Green,6.59,01/12/1960
Crew Green,6.58,22/02/2022
Crew Green,6.57,31/10/2000
Crew Green,6.55,25/02/2020
Crew Green,6.54,01/01/1998
Crew Green,6.47,28/10/1998
Crew Green,6.46,02/02/2002
Crew Green,6.45,01/12/2015
Crew Green,6.44,12/02/2002
Crew Green,6.43,05/02/2004
Crew Green,6.43,27/10/2019
Crew Green,6.42,12/01/2023
Crew Green,6.4,09/02/2016
Crew Green,6.38,10/02/2014
Crew Green,6.36,12/01/2007
Crew Green,6.35,07/02/2011
Crew Green,6.28,29/01/2014
Crew Green,6.25,17/03/2019
Crew Green,6.23,19/12/2015
Crew Green,6.2,13/06/2019
Crew Green,6.15,21/07/2007
Crew Green,6.11,28/12/2020
Diglis,5.58,26/02/2020
Diglis,5.3,13/02/2014
Diglis,5.28,24/01/2021
Diglis,5.08,17/02/2020
Diglis,5.08,21/07/2007
Diglis,5.05,23/02/2022
Diglis,5.05,23/01/2008
Diglis,5.04,23/01/2008
Diglis,4.94,29/10/2019
Diglis,4.92,15/01/2023
Diglis,4.88,23/12/2012
Diglis,4.75,24/12/2020
Diglis,4.75,01/02/2014
Diglis,4.74,14/01/2007
Diglis,4.72,16/11/2019
Diglis,4.72,28/11/2012
Diglis,4.71,01/02/2014
Diglis,4.7,07/09/2008
Diglis,4.7,27/06/2007
Diglis,4.2,20/03/2019
Diglis,4.07,27/07/2007
Diglis,3.69,16/06/2019
Evesham,5.52,21/07/2007
Evesham,5.23,10/04/1998
Evesham,4.66,01/01/1947
Evesham,4.24,12/07/1968
Evesham,3.98,15/11/2019
Evesham,3.96,25/11/2012
Evesham,3.79,31/12/1981
Evesham,3.48,22/11/2012
Evesham,3.42,31/01/2021
Evesham,3.35,10/03/2016
Evesham,3.27,16/02/2020
Evesham,2.6,13/01/2023
Evesham,2.35,29/02/2020
Evesham,2.13,21/02/2022
Gloucester,4.97,01/03/1947
Gloucester,4.92,23/07/2007
Gloucester,4.6,15/12/2000
Gloucester,4.48,13/02/2014
Gloucester,4.44,19/02/2020
Gloucester,4.38,03/02/1990
Gloucester,4.37,10/02/2014
Gloucester,4.32,27/11/2012
Gloucester,4.31,01/02/2021
Gloucester,4.24,01/02/2014
Gloucester,4.2,26/12/2012
Gloucester,4.2,28/02/2020
Gloucester,4.15,01/01/1995
Gloucester,4.08,18/11/2019
Gloucester,4.05,03/01/2014
Gloucester,3.98,28/12/2020
Gloucester,3.97,11/03/2020
Gloucester,3.8,17/01/2023
Gloucester,3.78,02/03/2014
Gloucester,3.75,24/12/1999
Gloucester,3.74,20/02/2022
Gloucester,3.66,22/03/2019
Gloucester,3.23,16/06/2019
Kempsey Yacht Club,7.47,17/02/2020
Kempsey Yacht Club,7.46,21/07/2007
Kempsey Yacht Club,7.33,22/01/2021
Kempsey Yacht Club,7.2,26/02/2020
Kempsey Yacht Club,7.19,28/10/2019
Kempsey Yacht Club,7.18,25/12/2020
Kempsey Yacht Club,7.14,12/02/2014
Kempsey Yacht Club,7.09,22/02/2022
Kempsey Yacht Club,7.03,15/01/2023
Kempsey Yacht Club,6.97,27/07/2007
Kempsey Yacht Club,6.93,26/11/2012
Kempsey Yacht Club,6.92,07/09/2008
Kempsey Yacht Club,6.92,23/12/2012
Kempsey Yacht Club,6.81,23/01/2008
Kempsey Yacht Club,6.8,01/02/2014
Kempsey Yacht Club,6.74,08/02/2004
Kempsey Yacht Club,6.65,14/01/2007
Kempsey Yacht Club,6.49,07/03/2007
Kempsey Yacht Club,6.49,12/02/2016
Kempsey Yacht Club,6.31,11/01/2016
Kempsey Yacht Club,6.31,11/11/2008
Kempsey Yacht Club,6.21,23/11/2016
Leintwardine,2.51,16/02/2020
Leintwardine,2.34,21/01/2021
Leintwardine,2.33,15/11/2019
Leintwardine,2.31,21/07/2007
Leintwardine,2.29,27/10/2019
Leintwardine,2.25,21/02/2022
Leintwardine,2.14,30/10/2000
Leintwardine,2.07,01/12/1979
Leintwardine,2.03,01/10/1998
Leintwardine,1.91,08/12/2000
Leintwardine,1.8,02/02/2002
Leintwardine,1.76,28/11/2012
Leintwardine,1.71,09/11/2005
Leintwardine,1.58,19/12/2020
Leintwardine,1.57,17/01/2010
Leintwardine,1.54,30/12/2012
Llanyblodwel,2.68,06/08/1973
Llanyblodwel,2.62,02/01/1991
Llanyblodwel,2.56,06/11/2000
Llanyblodwel,2.49,20/01/2021
Llanyblodwel,2.43,23/02/1991
Llanyblodwel,2.37,30/10/2000
Llanyblodwel,2.37,10/01/1986
Llanyblodwel,2.36,09/02/2020
Llanyblodwel,2.28,20/02/2022
Llanyblodwel,2.14,18/01/2007
Llanyblodwel,2.11,06/02/2011
Llanyblodwel,2.11,11/02/2020
Llanyblodwel,2.11,24/02/2020
Llanyblodwel,1.7,12/01/2023
Llanyblodwel,1.69,26/10/2019
Llanyblodwel,1.68,19/12/2020
Llanyblodwel,1.39,20/07/2007
Llanymynech,5.31,21/02/2022
Llanymynech,5.19,06/02/2011
Llanymynech,5.13,21/01/2021
Llanymynech,5.11,01/12/2015
Llanymynech,5.04,16/02/2020
Llanymynech,5.01,11/02/2002
Llanymynech,4.88,30/10/2000
Llanymynech,4.87,23/02/2020
Llanymynech,4.82,06/08/1973
Llanymynech,4.77,27/01/2013
Llanymynech,4.69,18/11/2009
Llanymynech,4.68,06/11/2000
Llanymynech,4.61,17/03/2019
Llanymynech,4.6,28/10/1998
Llanymynech,4.57,05/01/2023
Llanymynech,4.53,13/12/2014
Llanymynech,4.44,05/02/2004
Llanymynech,4.32,27/12/2020
Llanymynech,4.27,12/07/2019
Montford,7.13,01/01/1946
Montford,7.03,21/02/2022
Montford,7.01,25/02/2020
Montford,6.96,01/11/2000
Montford,6.94,05/12/1960
Montford,6.91,25/02/2020
Montford,6.86,17/02/2020
Montford,6.85,21/01/2021
Montford,6.73,29/10/1998
Montford,6.72,11/12/1965
Montford,6.72,17/02/2020
Montford,6.72,19/12/1965
Montford,6.7,14/12/1964
Montford,6.67,15/01/1968
Montford,6.66,12/02/2002
Montford,6.62,05/02/2004
Montford,6.57,12/12/2000
Montford,6.56,07/02/2011
Montford,6.55,21/01/2008
Montford,6.51,13/01/2023
Montford,6.29,02/12/2015
Montford,6.26,27/10/2019
Montford,6.07,18/03/2019
Montford,5.93,14/06/2019
Montford,5.92,14/12/2015
Montford,5.78,22/07/2007
Montford,5.66,28/12/2020
Mythe Bridge,5.5,23/07/2007
Mythe Bridge,5.3,02/01/1947
Mythe Bridge,5.06,01/01/1947
Mythe Bridge,4.71,14/12/2000
Mythe Bridge,4.66,18/02/2020
Mythe Bridge,4.61,13/02/2014
Mythe Bridge,4.57,09/10/2000
Mythe Bridge,4.52,26/11/2012
Mythe Bridge,4.52,10/02/2014
Mythe Bridge,4.46,11/04/1998
Mythe Bridge,4.44,25/12/2012
Mythe Bridge,4.44,27/02/2020
Mythe Bridge,4.41,21/11/2019
Mythe Bridge,4.4,31/01/2021
Mythe Bridge,4.34,06/03/2007
Mythe Bridge,4.33,25/12/2020
Mythe Bridge,4.32,17/01/2008
Mythe Bridge,4.32,24/02/2022
Mythe Bridge,4.25,15/01/2023
Mythe Bridge,3.78,23/11/2016
Mythe Bridge,3.75,15/06/2019
Mythe Bridge,3.29,20/03/2019
Hereford Bridge,6.11,17/02/2020
Hereford Bridge,6.02,01/01/1795
Hereford Bridge,5.99,01/10/1960
Hereford Bridge,5.66,29/10/1998
Hereford Bridge,5.56,21/02/2021
Hereford Bridge,5.52,27/10/2019
Hereford Bridge,5.38,21/02/2022
Hereford Bridge,5.34,03/02/2002
Hereford Bridge,5.34,13/01/2023
Hereford Bridge,5.24,31/10/2000
Hereford Bridge,4.94,09/02/2014
Hereford Bridge,4.94,01/12/2015
Hereford Bridge,4.88,25/12/2013
Hereford Bridge,4.87,23/12/2012
Hereford Bridge,4.86,14/10/2018
Hereford Bridge,4.75,15/01/2023
Hereford Bridge,4.74,01/03/2020
Hereford Bridge,4.73,20/12/2020
Hereford Bridge,4.45,17/03/2019
Ross on Wye,5.6,01/03/1947
Ross on Wye,5.1,17/02/2020
Ross on Wye,5.01,29/10/1998
Ross on Wye,4.8,22/01/2021
Ross on Wye,4.76,28/10/2019
Ross on Wye,4.71,22/02/2022
Ross on Wye,4.68,22/07/2007
Ross on Wye,4.68,13/01/2023
Ross on Wye,4.64,07/09/2008
Ross on Wye,4.62,10/02/2014
Ross on Wye,4.56,06/02/2004
Ross on Wye,4.54,24/12/2012
Ross on Wye,4.42,07/03/2007
Ross on Wye,4.39,17/01/2008
Ross on Wye,4.36,15/01/2023
Ross on Wye,4.3,20/12/2020
Ross on Wye,4.19,15/10/2018
Ross on Wye,4.04,16/03/2019
Saxons Lode,6.36,01/01/1947
Saxons Lode,6.06,01/02/1947
Saxons Lode,5.92,22/07/2007
Saxons Lode,5.49,17/02/2020
Saxons Lode,5.46,14/12/2000
Saxons Lode,5.45,14/02/2000
Saxons Lode,5.45,13/02/2014
Saxons Lode,5.39,03/11/2000
Saxons Lode,5.38,26/02/2020
Saxons Lode,5.35,24/01/2021
Saxons Lode,5.33,24/02/2022
Saxons Lode,5.31,02/02/1990
Saxons Lode,5.22,26/11/2012
Saxons Lode,5.21,25/12/2012
Saxons Lode,5.2,28/11/2012
Saxons Lode,5.2,25/12/2012
Saxons Lode,5.19,16/11/2019
Saxons Lode,5.19,16/11/2019
Saxons Lode,5.17,25/12/2020
Saxons Lode,5.17,15/01/2023
Saxons Lode,5.17,25/12/2020
Saxons Lode,5.16,29/10/2019
